id	hiredate	firstname	lastname	salary	city	state	zipcode	department
1195	2012-01-01 09:00:00	Otis	Huss	55000	Portland	OR	97286	Sales
1196	2012-01-01 09:00:00	Rickie	Calderon	51800	Las Vegas	NV	89101	Sales
1197	2012-01-01 09:00:00	Robin	Levin	64700	San Bernardino	CA	92488	Operations
1198	2012-01-01 09:00:00	Sandy	Bristol	66000	Portland	OR	97216	Operations
1199	2012-01-08 09:00:00	Wanda	Emmons	59900	Flagstaff	AZ	86074	Operations
1200	2012-01-15 09:00:00	Andrew	Stanton	72500	Portland	OR	97141	Operations
1201	2012-01-15 09:00:00	Mabel	Hayes	39900	Eugene	OR	97429	Customer Support
1202	2012-01-15 09:00:00	Scott	Hastings	37100	Medford	OR	97559	Facilities Management
1203	2012-01-15 09:00:00	Tina	Volpe	70600	Santa Barbara	CA	93168	Technical Publications
1204	2012-01-22 09:00:00	Rose	Pryor	45900	Bakersfield	CA	93319	Sales
1205	2012-01-22 09:00:00	Tonya	Bates	72400	Industry	CA	91720	Operations
1206	2012-01-22 09:00:00	Tracy	Frost	57100	Palm Springs	CA	92252	Operations
1207	2012-01-29 09:00:00	Catherine	Lowe	87900	San Diego	CA	92020	Web Development
1208	2012-01-29 09:00:00	Luis	Tinsley	57400	Redding	CA	96024	Operations
1209	2012-01-29 09:00:00	Phyllis	Irwin	69100	San Bernardino	CA	92433	Technical Publications
1210	2012-01-29 09:00:00	Ryan	Wescott	63900	Medford	OR	97587	Operations
1211	2012-01-29 09:00:00	Ulysses	Wolff	84400	San Diego	CA	92103	Business Intelligence
1212	2012-01-30 09:00:00	Jeffrey	Thacker	50900	Long Beach	CA	90700	Operations
1213	2012-02-05 09:00:00	Colleen	Norton	69100	San Diego	CA	92136	Technical Publications
1214	2012-02-05 09:00:00	Glen	Ogle	64500	Phoenix	AZ	85274	Operations
1215	2012-02-05 09:00:00	Monica	McDonald	40600	Stockton	CA	95285	Customer Support
1216	2012-02-05 09:00:00	Rachel	Johnson	72700	Santa Monica	CA	90423	Corporate Communication
1217	2012-02-12 09:00:00	Billy	Schaeffer	54900	Los Angeles	CA	90026	Corporate Services
1218	2012-02-13 09:00:00	Jennifer	Lux	56400	Santa Rosa	CA	95450	Operations
1219	2012-02-19 09:00:00	Bonnie	Cordero	64100	San Francisco	CA	94038	IT
1220	2012-02-19 09:00:00	Kelly	Pass	35800	Los Angeles	CA	90045	Facilities Management
1221	2012-02-20 09:00:00	Kirby	Rodriguez	106500	San Jose	CA	95063	Engineering
1222	2012-02-26 09:00:00	Andrea	Gillespie	75800	Mojave	CA	93592	Web Development
1223	2012-02-26 09:00:00	Jody	Romero	59500	Phoenix	AZ	85229	Operations
1224	2012-02-26 09:00:00	Lindsay	Fontenot	60400	Tucson	AZ	85746	Sales
1225	2012-02-26 09:00:00	Patricia	Russell	86600	Eugene	OR	97495	Engineering
1226	2012-03-04 09:00:00	Anton	Kolb	81800	Van Nuys	CA	91467	Web Development
1227	2012-03-04 09:00:00	Christopher	Wright	44900	Klamath Falls	OR	97623	Customer Support
1228	2012-03-04 09:00:00	Jefferson	Kinlaw	92000	Eugene	OR	97419	Engineering
1229	2012-03-04 09:00:00	Joshua	Sherry	80700	Palm Springs	CA	92208	Marketing
1230	2012-03-04 09:00:00	Luis	Byrd	43600	Los Angeles	CA	90032	Sales
1231	2012-03-04 09:00:00	Percy	Carver	65100	Palo Alto	CA	94323	Technical Publications
1232	2012-03-11 09:00:00	Holly	Olsen	74600	Santa Ana	CA	92717	Corporate Communication
1233	2012-03-11 09:00:00	Joseph	Briggs	52500	Stockton	CA	95223	Sales
1234	2012-03-11 09:00:00	Mark	Swanson	53200	Phoenix	AZ	85094	Sales
1235	2012-03-11 09:00:00	Theresa	Baker	49900	Van Nuys	CA	91373	Sales
1236	2012-03-11 09:00:00	William	Stockton	69100	Alhambra	CA	91880	Human Resources
1237	2012-03-18 09:00:00	Antonio	Burger	42000	Show Low	AZ	85984	Sales
1238	2012-03-18 09:00:00	Demetrius	Rodrigues	57100	Fresno	CA	93859	Facilities Management
1239	2012-03-18 09:00:00	Glen	Dutra	72200	Oxnard	CA	93059	Operations
1240	2012-03-18 09:00:00	James	Powell	49200	Las Vegas	NV	88902	Sales
1241	2012-03-18 09:00:00	Mae	Teel	86800	Los Angeles	CA	90111	IT
1242	2012-03-25 09:00:00	Christina	Cornish	58800	Kingman	AZ	86439	Sales
1243	2012-03-25 09:00:00	Margaret	Petersen	61400	Phoenix	AZ	85250	Sales
1244	2012-03-26 09:00:00	Jason	Hill	41300	Phoenix	AZ	85163	Customer Support
1245	2012-04-01 09:00:00	Janie	Burdett	54500	Anaheim	CA	92875	Operations
1246	2012-04-08 09:00:00	Dorothy	Sloan	97900	Oxnard	CA	93089	Business Intelligence
1247	2012-04-08 09:00:00	Kathleen	Cain	73200	Sacramento	CA	94297	IT
1248	2012-04-08 09:00:00	Robert	King	67500	San Bernardino	CA	92485	Operations
1249	2012-04-10 09:00:00	Jonas	Wilson	53000	San Diego	CA	92102	Operations
1250	2012-04-15 09:00:00	Brain	Rivera	65000	Flagstaff	AZ	86010	Operations
1251	2012-04-15 09:00:00	Crystal	Estes	42500	Riverside	CA	92581	Customer Support
1252	2012-04-15 09:00:00	Lillian	Luna	79300	Richmond	CA	94863	IT
1253	2012-04-16 09:00:00	Sammie	Peden	44400	Globe	AZ	85585	Sales
1254	2012-04-17 09:00:00	Mildred	Li	66600	Reno	NV	89402	Operations
1255	2012-04-22 09:00:00	Brian	Collins	70900	Sacramento	CA	95737	Technical Publications
1256	2012-04-22 09:00:00	Helen	Hailey	65600	Long Beach	CA	90632	Quality Assurance
1257	2012-04-22 09:00:00	John	Schaff	44400	Klamath Falls	OR	97609	Customer Support
1258	2012-04-22 09:00:00	Kai	Deutschmann	38800	Bakersfield	CA	93381	Customer Support
1259	2012-04-22 09:00:00	Margaret	Salisbury	90500	Elko	NV	89876	Engineering
1260	2012-04-22 09:00:00	Percy	Fitch	72800	Santa Ana	CA	92762	IT
1261	2012-04-29 09:00:00	Margie	Allen	69400	Los Angeles	CA	90013	Quality Assurance
1262	2012-04-29 09:00:00	Melissa	Gross	80400	Santa Rosa	CA	95419	IT
1263	2012-04-29 09:00:00	Woodrow	Shepherd	65800	Long Beach	CA	90888	Corporate Services
1264	2012-05-01 09:00:00	Jennifer	Kern	89400	Elko	NV	89813	Engineering
1265	2012-05-06 09:00:00	Amy	Carrillo	51900	Santa Ana	CA	92683	Sales
1266	2012-05-06 09:00:00	Andrea	Hanson	64300	San Diego	CA	91931	Operations
1267	2012-05-06 09:00:00	Josh	Ellington	75500	Torrance	CA	90566	Engineering
1268	2012-05-06 09:00:00	Rick	Smiley	56200	San Francisco	CA	94029	Operations
1269	2012-05-06 09:00:00	Teri	Merriwether	38600	Fresno	CA	93612	Customer Support
1270	2012-05-13 09:00:00	Jacqueline	Bowens	73900	Glendale	CA	91244	Regulatory Compliance
1271	2012-05-13 09:00:00	Mary	Malcolm	83100	Eureka	CA	95546	Human Resources
1272	2012-05-14 09:00:00	Armando	Hernandez	57200	Carson City	NV	89784	Sales
1273	2012-05-14 09:00:00	Sharon	Quarles	42400	Medford	OR	97578	Facilities Management
1274	2012-05-20 09:00:00	Dana	Lafrance	64000	Marysville	CA	95905	Purchasing
1275	2012-05-21 09:00:00	Luis	Garcia	52600	Klamath Falls	OR	97605	Sales
1276	2012-05-27 09:00:00	Judy	Power	74300	Santa Barbara	CA	93118	Engineering
1277	2012-05-27 09:00:00	Latoya	Lima	43700	Phoenix	AZ	85051	Sales
1278	2012-05-27 09:00:00	Teresa	Hendrickson	131900	Salinas	CA	93903	Legal
1279	2012-06-03 09:00:00	Bobby	Ott	51700	Oakland	CA	94584	Sales
1280	2012-06-03 09:00:00	Brandon	Reyna	61700	Industry	CA	91734	Technical Publications
1281	2012-06-03 09:00:00	Jefferson	Wentworth	101500	Phoenix	AZ	85079	Engineering
1282	2012-06-03 09:00:00	Rick	Baughman	67000	Long Beach	CA	90684	Technical Publications
1283	2012-06-03 09:00:00	Verna	Jacobson	69600	Palm Springs	CA	92245	Technical Publications
1284	2012-06-05 09:00:00	Susan	Pollard	51400	Riverside	CA	92592	Sales
1285	2012-06-10 09:00:00	Sarah	Griffin	74600	Marysville	CA	95909	Engineering
1286	2012-06-11 09:00:00	Danielle	Jones	47600	San Diego	CA	91959	Facilities Management
1287	2012-06-11 09:00:00	Dustin	Hwang	63000	Portland	OR	97229	Operations
1288	2012-06-11 09:00:00	Lois	Lewis	73700	Sacramento	CA	95897	Corporate Communication
1289	2012-06-17 09:00:00	David	Cotton	78800	Industry	CA	91728	Accounting
1290	2012-06-17 09:00:00	Harry	Fogle	55800	San Diego	CA	92072	Operations
1291	2012-06-17 09:00:00	James	Hicks	46100	Las Vegas	NV	89172	Customer Support
1292	2012-06-24 09:00:00	Amy	Jacoby	43700	Pasadena	CA	91125	Sales
1293	2012-06-24 09:00:00	Angela	Bermudez	73000	Santa Ana	CA	92647	Technical Publications
1294	2012-06-24 09:00:00	Annie	Rhoads	51100	Pasadena	CA	91117	Purchasing
1295	2012-06-24 09:00:00	Clarence	Burnette	50600	Globe	AZ	85573	Facilities Management
1296	2012-06-24 09:00:00	Dorothy	Ordonez	46500	Reno	NV	89595	Sales
1297	2012-06-24 09:00:00	Edward	Trombley	47200	Klamath Falls	OR	97610	Sales
